YEAR,Day of the Year,Relative Huminidity,Precipitation (mm/day),Temperature at 2 Meters Maximum ©, Temperature at 2 Meters Minimum ©,Temperature at 2 Meters Range ©
1999,95,72.63,0,32.77,24.5,8.27
1999,96,67.49,0,33.94,24.67,9.27
1999,97,70.54,0.21,32.77,24.91,7.86
1999,98,69.11,1.45,33.89,24.6,9.29
1999,99,63.87,0.75,34.46,24.16,10.3
1999,100,61.93,3.01,34.53,23.44,11.09
1999,101,59.25,0.03,36.06,25.45,10.61
1999,102,61.44,0,35.74,25.7,10.04
1999,103,62.35,0,36.66,25.54,11.12
1999,104,59.79,0,37.8,26.15,11.65
1999,105,62.91,0,35.82,27.28,8.54
1999,106,66.49,0,36.11,25.91,10.2
1999,107,66.44,0,36.63,26.5,10.13
1999,108,61.24,0.01,36.94,26.38,10.56
1999,109,59.3,0,36.96,26.21,10.75
1999,110,60.73,0,37.52,25.71,11.81
1999,111,61.35,0,36.53,26.62,9.91
1999,112,60.15,0,37.38,26.16,11.22
1999,113,64.39,0,35.98,26.36,9.62
1999,114,64.22,0,36.14,27.63,8.51
1999,115,65.77,0,36.3,27.8,8.5
1999,116,64.82,0,37.47,27.74,9.73
1999,117,65.66,0,37.53,27.5,10.03
1999,118,67.35,0,35.6,27.88,7.72
1999,119,68.15,0,34.94,27.47,7.47
1999,120,65.99,0,35.24,27.81,7.43
1999,121,71.07,0.01,33.36,27.58,5.78
1999,122,74.66,0.02,32.9,27.47,5.43
1999,123,72.96,0,33.3,27.96,5.34
1999,124,76.92,0.12,32.59,27.51,5.08
1999,125,76.88,0.73,31.78,27.09,4.69
1999,126,71.61,12.38,33.74,26.31,7.43
1999,127,79.61,34.8,31.81,26.79,5.02
1999,128,77.02,8.38,32.98,26.53,6.45
1999,129,72.67,1.18,31.64,26.47,5.17
1999,130,71.79,0.51,31.24,26.59,4.65
1999,131,72.92,0.56,30.4,26.4,4
1999,132,68.25,0.73,32.77,25.34,7.43
1999,133,73.08,6.69,32.89,26.54,6.35
1999,134,76.87,13.17,32,26.44,5.56
1999,135,77.24,12.82,31.94,25.93,6.01
1999,136,77.28,24.58,31.74,25.63,6.11
1999,137,74.83,0.24,32.11,26.19,5.92
1999,138,74.05,0,32.44,25.48,6.96
1999,139,76.11,0,30.27,26.11,4.16
1999,140,75.7,0.91,31.27,25.35,5.92
1999,141,76.51,3.41,32.08,25.64,6.44
1999,142,73.71,2.77,31.89,25.81,6.08
1999,143,74.66,0.18,32.27,26.37,5.9
1999,144,72.43,0.15,33.69,27.29,6.4
1999,145,77.19,0.06,32.31,27.62,4.69
1999,146,77.37,0.07,33.12,27.36,5.76
1999,147,75.24,0.6,32.94,27.61,5.33
1999,148,77.65,2.53,32.38,27.23,5.15
1999,149,83.63,43.5,31.11,26.92,4.19
1999,150,86.55,34.58,31.14,26.94,4.2
1999,151,85.52,0.1,30.65,27.05,3.6
1999,152,82.63,2.03,31.68,26.58,5.1
1999,153,83.5,4.94,31.25,26.75,4.5
1999,154,82.73,4.83,30.42,26.18,4.24
1999,155,73.33,0,32.81,26.4,6.41
1999,156,72.65,6.27,34.23,26.4,7.83
1999,157,79.75,18.29,33.4,26.28,7.12
1999,158,77.11,1.89,34.19,26.56,7.63
1999,159,81.7,1.02,32.18,26.37,5.81
1999,160,79.59,1.51,33.69,27.04,6.65
1999,161,75.49,11.1,34.71,26.96,7.75
1999,162,81.02,17.43,31.88,26.78,5.1
1999,163,85.28,14.38,31.24,26.05,5.19
1999,164,82.76,0,31.7,26.64,5.06
1999,165,82.45,0,31.83,26.95,4.88
1999,166,82.42,0.61,32.14,26.99,5.15
1999,167,79.68,4.12,33.8,26.45,7.35
1999,168,75.77,3.53,32.93,26.47,6.46
1999,169,79.15,0.37,31.35,26.45,4.9
1999,170,82.25,0.23,31.54,26.65,4.89
1999,171,83.86,0.5,30.77,26.8,3.97
1999,172,82.74,1.26,31.42,26.85,4.57
1999,173,84.17,8.21,29.36,26.35,3.01
1999,174,86.87,16.67,29.12,26.29,2.83
1999,175,84.88,5.84,30.36,26.34,4.02
1999,176,87.07,8.24,30.22,26.42,3.8
1999,177,88.03,10.32,30.89,26.39,4.5
1999,178,86.54,17.9,30.59,26.29,4.3
1999,179,85.9,13.3,29.98,25.93,4.05
1999,180,84.98,8.63,31.21,25.68,5.53
1999,181,88.02,31.56,30.44,26.45,3.99
1999,182,88.72,44.93,30.83,26.3,4.53
1999,183,89.63,25.53,29.79,26.19,3.6
1999,184,88.33,2.38,30.57,25.87,4.7
1999,185,87.51,1.76,30.29,25.66,4.63
1999,186,88.9,1.8,28.56,25.87,2.69
1999,187,89.87,10.86,29.44,25.9,3.54
1999,188,85.83,6.48,30.16,25.9,4.26
1999,189,84.92,1.52,30.37,25.41,4.96
1999,190,87.5,6.44,30.08,25.79,4.29
1999,191,88.08,17.05,30.35,26.51,3.84
1999,192,91.6,88.87,28.83,26.26,2.57
1999,193,89.64,102.03,29.33,25.97,3.36
1999,194,92.31,45.32,28.78,25.9,2.88
1999,195,88.01,1.43,31.24,26.15,5.09
1999,196,87.95,1.51,31.06,25.92,5.14
1999,197,89.86,2.91,29.91,26.51,3.4
1999,198,91.14,0.33,29.19,26.47,2.72
1999,199,91.2,10.05,29.54,26.31,3.23
1999,200,90.68,40.99,29.58,26.04,3.54
1999,201,93.14,58.65,28.88,26.53,2.35
1999,202,93.96,15.54,28.05,25.9,2.15
1999,203,89.91,6.36,29.49,25.58,3.91
1999,204,89.51,1.86,30.53,26.18,4.35
1999,205,89.26,0.8,30.31,26.08,4.23
1999,206,88.66,1.95,31.57,25.36,6.21
1999,207,91.64,14.04,30.08,25.91,4.17
1999,208,89.32,1.52,30.39,25.4,4.99
1999,209,91.2,13.53,29.19,25.94,3.25
1999,210,90.26,5.1,30.37,25.88,4.49
1999,211,89.4,2.06,29.02,26.59,2.43
1999,212,89.05,5.73,30.68,26.34,4.34
1999,213,90.51,6.36,29.47,26.33,3.14
1999,214,91.1,16.75,29.12,26.26,2.86
1999,215,88.41,29.61,30.26,25.47,4.79
1999,216,89.55,9.81,30.35,25.81,4.54
1999,217,90.18,8.84,30.18,26.13,4.05
1999,218,91.05,26.93,28.93,26.32,2.61
1999,219,93.04,14.55,29.22,26.6,2.62
1999,220,91.43,21.71,29.15,26.32,2.83
1999,221,91.31,46.09,28.75,25.97,2.78
1999,222,89.8,46.17,29.11,25.62,3.49
1999,223,88.92,27.58,29.61,26,3.61
1999,224,91.67,66.48,29.39,25.94,3.45
1999,225,92.16,122.68,28.56,25.65,2.91
1999,226,91.04,40.63,29.24,25.48,3.76
1999,227,91.38,42.49,28.39,24.93,3.46
1999,228,89.63,16.48,30.24,25.69,4.55
1999,229,90.75,2.12,29.97,25.46,4.51
1999,230,92.1,2.82,28.03,25.58,2.45
1999,231,90.26,2.41,28.96,25.13,3.83
1999,232,90.26,1.51,29.83,25.16,4.67
1999,233,89.53,0.61,29.33,25.62,3.71
1999,234,88.56,0.99,30.72,25.44,5.28
1999,235,90.57,5.4,30.3,25.77,4.53
1999,236,91.97,0.72,29.01,26.15,2.86
1999,237,91.55,0.57,28.81,25.97,2.84
1999,238,91.05,11.7,29.99,25.5,4.49
1999,239,93.27,51.25,29.15,25.93,3.22
1999,240,91.63,23.98,29.66,25.47,4.19
1999,241,91.53,5.04,29.51,25.64,3.87
1999,242,90.26,9.6,29.96,25.35,4.61
1999,243,90.4,10.16,29.94,25.59,4.35
1999,244,90.43,3.16,29.82,25.19,4.63
1999,245,90.59,2.25,29.59,25.37,4.22
1999,246,90.31,1.45,29.88,25.15,4.73
1999,247,91.28,0.69,29.59,25.85,3.74
1999,248,87.67,0.11,31.28,25.4,5.88
1999,249,88.08,0.04,31.02,26.03,4.99
1999,250,88.93,2.3,29.85,25.99,3.86
1999,251,88.9,3.17,30.27,25.4,4.87
1999,252,91.07,12.08,28.31,25.71,2.6
1999,253,93.48,10.8,27.72,25.62,2.1
1999,254,92.57,8.65,28.03,25.42,2.61
1999,255,90.29,3.24,28.93,25.05,3.88
1999,256,90.22,3.96,28.41,25.22,3.19
1999,257,91.25,25.25,28.05,24.9,3.15
1999,258,89.37,26.36,29.93,25.26,4.67
1999,259,89.59,0.98,29.27,25.52,3.75
1999,260,90.05,1.26,28.83,25.61,3.22
1999,261,91.2,1.36,28.5,25.58,2.92
1999,262,92.46,0.9,28.18,25.49,2.69
1999,263,91.46,8.48,28.44,25.6,2.84
1999,264,93.25,38.71,28.11,25.51,2.6
1999,265,93.86,39.17,27.09,25,2.09
1999,266,92.76,36.61,27.33,24.3,3.03
1999,267,88.82,1.17,28.07,24.47,3.6
1999,268,81.82,0.01,30.88,24.91,5.97
1999,269,86.81,0.07,29.96,24.39,5.57
1999,270,87.83,0.2,28.83,25.1,3.73
1999,271,84.88,0.38,30.81,25.79,5.02
1999,272,87.08,0.09,30.72,25.29,5.43
1999,273,85.05,0.86,30.04,25.84,4.2
1999,274,84.24,1.38,30.95,25.29,5.66
1999,275,81.89,1.28,29.75,25.7,4.05
1999,276,82.54,1.52,29.13,24.89,4.24
1999,277,86.3,8.35,28.77,25.87,2.9
1999,278,91.56,6.81,26.93,25.19,1.74
1999,279,88.72,2.6,28.84,24.93,3.91
1999,280,86.84,8.65,28.94,25.21,3.73
1999,281,87.92,0.28,29.11,25.56,3.55
1999,282,91.07,3.16,27.72,25.37,2.35
1999,283,85.15,2.37,29.44,25.2,4.24
1999,284,79.46,0.01,30.9,23.73,7.17
1999,285,86.16,0.06,29.26,25.13,4.13
1999,286,88.67,0.13,27.78,25.17,2.61
1999,287,81.78,1.46,30.22,24.17,6.05
1999,288,82.62,1.58,29.78,23.95,5.83
1999,289,86.13,0.13,28.63,24.63,4
1999,290,88.24,2.97,28.01,24.31,3.7
1999,291,91.62,26.16,27.32,24.72,2.6
1999,292,92.29,18.4,27.16,23.74,3.42
1999,293,90.92,9.88,27.61,24.65,2.96
1999,294,84.25,3.75,28.78,24.38,4.4
1999,295,76.53,3.02,30.82,24.75,6.07
1999,296,84.19,0.32,30.5,23.76,6.74
1999,297,85.14,0.06,30.72,23.51,7.21
1999,298,86.25,0,30.53,23.68,6.85
1999,299,84.56,0,31.46,22.83,8.63
1999,300,82.74,0,30.5,23.48,7.02
1999,301,86.39,0.02,29.45,25.19,4.26
1999,302,90.55,0.48,28.78,24.66,4.12
1999,303,88.96,0.98,28.79,24.36,4.43
1999,304,87.2,0,29.24,22.7,6.54
1999,305,82.76,0.45,30.29,24.18,6.11
1999,306,78.51,0.36,30.56,25.14,5.42
1999,307,80.66,1.02,30.04,23.81,6.23
1999,308,81.12,0.2,29.99,23.06,6.93
1999,309,83.83,0.06,29.53,23.04,6.49
1999,310,84.81,0,29.73,21.58,8.15
1999,311,84.73,0,29.75,21.28,8.47
1999,312,84.3,0,29.2,20.9,8.3
1999,313,76.82,0,27.8,20.32,7.48
1999,314,75.17,0,27.53,19.91,7.62
1999,315,83.73,0,27.31,18.59,8.72
1999,316,84.13,0,26.68,18.26,8.42
1999,317,84.11,0,26.54,17.2,9.34
1999,318,85.25,0,26.72,17.38,9.34
1999,319,80.09,0,27.04,17.43,9.61
1999,320,76.31,0,25.88,19,6.88
1999,321,71.03,0,27.9,18.29,9.61
1999,322,81.27,0,26.11,16.72,9.39
1999,323,82.39,0,25.85,17.3,8.55
1999,324,85,0,26.38,16.33,10.05
1999,325,84.66,0,26.1,17.28,8.82
1999,326,83.28,0,26.97,16.51,10.46
1999,327,81.86,0,26.1,15.92,10.18
1999,328,81.19,0,26.12,16.4,9.72
1999,329,82.25,0,26.06,16.35,9.71
1999,330,82.77,0,25.6,16.71,8.89
1999,331,83.85,0,25.96,16.68,9.28
1999,332,85.71,0,26.1,16.03,10.07
1999,333,85.08,0,25.58,15.47,10.11
1999,334,81.99,0,25.27,15.94,9.33
1999,335,79.92,0,26.27,18.46,7.81
1999,336,80.93,0,24.72,16.9,7.82
1999,337,78.96,0,25.41,16.44,8.97
1999,338,84.44,0,25.49,16.94,8.55
1999,339,84.17,0,26.18,17.18,9
1999,340,82.54,0,25.83,16.86,8.97
1999,341,81.23,0,26.63,16.1,10.53
1999,342,82.92,0.28,26.24,16.93,9.31
1999,343,87.25,12.02,26.35,18.05,8.3
1999,344,87.04,11.51,24.85,18.87,5.98
1999,345,89.38,35.72,23.63,19.63,4
1999,346,84.66,0.01,26.55,18.65,7.9
1999,347,83.09,0,25.72,17.2,8.52
1999,348,85.61,0,25.78,16.04,9.74
1999,349,82.61,0,25.12,15.13,9.99
1999,350,83.39,0,24.03,12.69,11.34
1999,351,83.28,0,25.18,12.99,12.19
1999,352,74.08,0,25.82,14.22,11.6
1999,353,72.58,0,25.8,15.33,10.47
1999,354,76.05,0,24.93,14.06,10.87
1999,355,77.3,0,24.19,14.47,9.72
1999,356,73.1,0,24.44,14.35,10.09
1999,357,72.18,0,24.44,17.92,6.52
1999,358,77.56,0,23.85,16.95,6.9
1999,359,72.7,0,24.13,17.29,6.84
1999,360,76.83,0.05,24.24,15.15,9.09
1999,361,72.82,0.16,24.75,16.54,8.21
1999,362,76.93,0,24.45,14.83,9.62
1999,363,76.15,0,24.02,12.28,11.74
1999,364,75.65,0,23.37,12.78,10.59
1999,365,74.66,0,23.51,12.22,11.29
2000,1,73.86,0,24.21,12.46,11.75
2000,2,69.7,0,24.17,11.67,12.5
2000,3,70.6,0,23.97,12.02,11.95
2000,4,72.3,0,23.87,11.92,11.95
2000,5,71.71,0,23.68,12.11,11.57
2000,6,69.83,0,22.63,12.16,10.47
2000,7,73.98,0,22.49,10.72,11.77
2000,8,68.15,0,22.55,10.58,11.97
2000,9,67.51,0,22.66,11.37,11.29
2000,10,65.92,0,23.8,11.62,12.18
2000,11,66.43,0,25.21,11.76,13.45
2000,12,68.34,0,25.67,13.25,12.42
2000,13,66.8,0,25.73,13,12.73
2000,14,67.3,0,25.88,14.9,10.98
2000,15,70.5,0,25.86,15.84,10.02
2000,16,69.71,0.22,26.99,15.18,11.81
2000,17,69.73,0,25.24,13.68,11.56
2000,18,59.98,0,23.17,9.98,13.19
2000,19,64.46,0,23.31,10.22,13.09
2000,20,71.92,0,23.5,12.92,10.58
2000,21,83.41,0.39,24.48,13.83,10.65
2000,22,86.74,5.91,24.39,15.2,9.19
2000,23,84.96,3.68,24.61,16.5,8.11
2000,24,76.9,0.26,25.74,16.03,9.71
2000,25,70.56,0,25.28,14.45,10.83
2000,26,65.52,0,26.77,13.28,13.49
2000,27,61.29,0,25.72,13.53,12.19
2000,28,57.72,0,26.09,13.29,12.8
2000,29,66.06,2.85,24.95,14.71,10.24
2000,30,74.62,0.6,23.81,14.34,9.47
2000,31,64.97,0,25.34,13.09,12.25
2000,32,59.37,0,25.08,13.59,11.49
2000,33,65.93,0,24.9,13.98,10.92
2000,34,80.93,0.03,24.78,14.65,10.13
2000,35,78.15,0.02,26.41,16.56,9.85
2000,36,75.53,2.71,26.86,18.3,8.56
2000,37,74.41,1.39,27.8,15.57,12.23
2000,38,72.78,0.05,25.81,18.73,7.08
2000,39,72.03,0,26.07,15.76,10.31
2000,40,60.74,0.01,26.27,13.9,12.37
2000,41,61.97,0.11,26.31,15.09,11.22
2000,42,59.19,0,27.02,13.93,13.09
2000,43,52.31,0,27,13.87,13.13
2000,44,58.89,0.01,28.82,14.79,14.03
2000,45,61.86,0.01,28.94,16.38,12.56
2000,46,53.61,0,27.45,15.77,11.68
2000,47,46.58,0,26.92,11.86,15.06
2000,48,43.47,0,26.93,13.86,13.07
2000,49,53.99,0.9,25.51,14.7,10.81
2000,50,55.91,0.06,26.43,13.31,13.12
2000,51,43.68,0,27.13,12.2,14.93
2000,52,45.05,0,27.57,12.76,14.81
2000,53,48.52,0,28.25,13.68,14.57
2000,54,44.97,0,28.61,14.62,13.99
2000,55,44.46,0,28.78,14.62,14.16
2000,56,41.91,0,28.5,16.1,12.4
2000,57,42.32,0.1,27.75,15,12.75
2000,58,46.6,0,27.48,16.18,11.3
2000,59,41.81,0,28.26,15.98,12.28
2000,60,45.8,0,28.65,15.02,13.63
2000,61,70.29,0,27.92,15.28,12.64
2000,62,84.5,5.76,27.9,17.11,10.79
2000,63,80.62,2.62,28.63,19.39,9.24
2000,64,74.72,0.03,29.66,19.98,9.68
2000,65,75.99,0.11,31.01,19.36,11.65
2000,66,75.23,0.01,30.79,19.35,11.44
2000,67,63.02,0,32.13,19.7,12.43
2000,68,71.81,0.11,31.56,20.82,10.74
2000,69,84.76,14.66,27.72,21.17,6.55
2000,70,71.04,2.75,29.85,19.96,9.89
2000,71,76.14,0.01,29.55,18.63,10.92
2000,72,80.97,0.75,29.36,19.69,9.67
2000,73,78.96,3.75,28.95,22.16,6.79
2000,74,77.38,2.1,29.65,22.02,7.63
2000,75,75.99,3.39,29.47,22.32,7.15
2000,76,71.88,0.38,29.7,20.13,9.57
2000,77,62.73,0.2,29.95,18.93,11.02
2000,78,60.24,0,31.59,18.39,13.2
2000,79,59.79,0,32.46,20.02,12.44
2000,80,60.84,0,33,20.08,12.92
2000,81,53.4,0,33.69,20.32,13.37
2000,82,36.18,0,35.58,16.83,18.75
2000,83,36.67,0,36.23,17.95,18.28
2000,84,43.24,0,35.47,19.54,15.93
2000,85,46.05,0,35.41,21.32,14.09
2000,86,40.77,0,33.43,21.8,11.63
2000,87,40.72,0,34.14,21.63,12.51
2000,88,62,0,34.15,22.81,11.34
2000,89,63.99,0,32.6,23.59,9.01
2000,90,67.47,0,32.4,22.48,9.92
2000,91,69.52,0,32.7,21.75,10.95
2000,92,72.54,0,33.64,21.81,11.83
2000,93,75.29,0,32.4,23.77,8.63
2000,94,74.89,0,32.64,23.65,8.99
2000,95,72.54,0,32.99,23.72,9.27
2000,96,73.8,0.01,34.04,23.46,10.58
2000,97,69.89,0.01,33.75,23.33,10.42
2000,98,68.16,0.01,33.7,23.27,10.43
2000,99,74.9,0,33.4,23.22,10.18
2000,100,73.61,0,33.83,24,9.83
2000,101,76.75,0,33.15,24.54,8.61
2000,102,78.57,0.03,32.9,24.55,8.35
2000,103,74.19,0.68,31.94,24.43,7.51
2000,104,70.47,0.05,33.34,23.78,9.56
2000,105,67.28,0.22,34.71,23.9,10.81
2000,106,64.94,0.43,34.57,24.56,10.01
2000,107,68.83,5.23,32.02,25.01,7.01
2000,108,65.93,0.27,33.75,24.22,9.53
2000,109,71.3,0.28,33.49,24.26,9.23
2000,110,71.02,1,34.58,24.76,9.82
2000,111,72.36,4.58,33.6,24.66,8.94
2000,112,72.68,3.65,33.74,24.88,8.86
2000,113,73.84,0.2,32.89,24.04,8.85
2000,114,74.67,3.52,32.06,25.62,6.44
2000,115,78.68,17.46,29.78,25.49,4.29
2000,116,76.56,5.92,31.43,24.39,7.04
2000,117,78.09,16.18,31.3,23.91,7.39
2000,118,76.53,0.8,31.78,24.5,7.28
2000,119,81.61,0.61,30.23,25.96,4.27
2000,120,78.68,3.14,32.24,25.18,7.06
2000,121,81.35,8.66,30.32,25.39,4.93
2000,122,82.96,16.52,31.65,25.29,6.36
2000,123,83.39,24.18,31.1,25.5,5.6
2000,124,75.81,0.73,30.71,25.17,5.54
2000,125,74.78,0.64,29.17,24.62,4.55
2000,126,66.37,1.65,32.86,23.85,9.01
2000,127,71.87,4.46,32.12,25.84,6.28
2000,128,75.57,6.23,31.36,25.35,6.01
2000,129,76.96,1.73,31.63,25.79,5.84
2000,130,75.49,1.06,32.25,26.23,6.02
2000,131,74.15,0.04,32.52,26.67,5.85
2000,132,72.56,0.23,33.71,26.5,7.21
2000,133,72.02,0.24,33.14,27.44,5.7
2000,134,64.93,0,36.89,27.3,9.59
2000,135,67.19,0.13,36.03,27.5,8.53
2000,136,69.23,2.71,34.2,27.45,6.75
2000,137,73.74,4.92,31.8,26.98,4.82
2000,138,73.73,0.28,33.48,26.99,6.49
2000,139,81.31,19.1,30.83,26.88,3.95
2000,140,85.3,29.45,30.68,26.51,4.17
2000,141,86.69,27.66,29.79,26.24,3.55
2000,142,88.2,22.12,28.88,25.43,3.45
2000,143,90.69,8.56,27.89,25.4,2.49
2000,144,88.59,29.24,29.11,25.54,3.57
2000,145,91.91,19.88,28.68,26.28,2.4
2000,146,91.49,27.57,29.18,26.63,2.55
2000,147,90.95,52.44,29.01,25.94,3.07
2000,148,89.85,42.42,29.6,25.76,3.84
2000,149,90.16,19.39,29.3,25.97,3.33
2000,150,88.37,30.84,29.52,25.1,4.42
2000,151,88.49,0.52,29.98,24.74,5.24
2000,152,87.54,6.07,30.59,25.55,5.04
2000,153,86.4,0.53,30.85,25.69,5.16
2000,154,81.39,2.15,31.84,26.11,5.73
2000,155,81.8,6.32,33.04,26.15,6.89
2000,156,86.14,14.43,32.34,26.89,5.45
2000,157,86.69,11.81,31.86,26.56,5.3
2000,158,87.5,7.63,30.67,25.87,4.8
2000,159,89.2,14.85,30,25.85,4.15
2000,160,88.46,15.37,30.27,26.21,4.06
2000,161,88.55,5.75,30.34,26.26,4.08
2000,162,90.59,14.81,29.12,26.68,2.44
2000,163,90.34,55.5,29.36,26.49,2.87
2000,164,92.23,74.87,28.58,26.41,2.17
2000,165,90.69,23.16,29.33,26.17,3.16
2000,166,88.32,0.72,30.01,26.1,3.91
2000,167,90.28,3.94,28.89,26.27,2.62
2000,168,87.69,4.17,31.02,26.09,4.93
2000,169,90.26,12,30.74,25.9,4.84
2000,170,89.12,6.22,31.12,25.46,5.66
2000,171,89.37,11.81,29.74,25.13,4.61
2000,172,90.81,21.23,29.63,25.99,3.64
2000,173,87.71,2.24,30.15,25.52,4.63
2000,174,88.06,19.62,29.63,25.72,3.91
2000,175,89.51,27.98,30.11,26.3,3.81
2000,176,92.46,59.64,28.97,26.4,2.57
2000,177,89.36,59.62,29.71,26.11,3.6
2000,178,89.31,3.12,30.29,25.53,4.76
2000,179,90.53,1.55,30.07,26.2,3.87
2000,180,91.8,2.46,29.26,25.96,3.3
2000,181,88.02,0.73,30.79,25.2,5.59
2000,182,88.02,5.65,30.19,26.05,4.14
2000,183,86.63,11.08,30.41,26.47,3.94
2000,184,80.46,1.56,32.23,26.51,5.72
2000,185,80.25,0.48,32.07,26.87,5.2
2000,186,81.36,0.01,31.47,26.47,5
2000,187,82.7,0.06,32.11,26.73,5.38
2000,188,87.71,2.23,30.15,26.9,3.25
2000,189,89.16,7.25,30.21,26.91,3.3
2000,190,88.66,7.6,30.95,26.89,4.06
2000,191,90.15,18.49,30.55,26.83,3.72
2000,192,88.97,12.14,30.65,26.51,4.14
2000,193,88.38,3.54,31.88,26.4,5.48
2000,194,88.3,19.15,30.19,26.7,3.49
2000,195,88.77,20.41,30.18,25.78,4.4
2000,196,88.91,12.6,30.11,26.58,3.53
2000,197,90.41,2.82,29.59,26.58,3.01
2000,198,87.6,0.52,31.21,25.72,5.49
2000,199,92.89,4.1,29.39,26.29,3.1
2000,200,91.44,20.13,29.01,26.5,2.51
2000,201,90.16,34.73,29.36,26.19,3.17
2000,202,92.17,38.62,29.15,26.15,3
2000,203,91.74,11.13,28.34,26.33,2.01
2000,204,88.53,5.07,29.45,25.87,3.58
2000,205,88.81,5.09,29.64,26.07,3.57
2000,206,91.84,1.22,28.26,26.56,1.7
2000,207,88.85,1.94,29.32,25.9,3.42
2000,208,89.67,3.25,29.15,25.61,3.54
2000,209,89.85,3.8,28.94,24.82,4.12
2000,210,88.82,0.17,29.65,25.39,4.26
2000,211,88.4,1.3,29.95,25.6,4.35
2000,212,88.3,3.46,28.91,25.7,3.21
2000,213,86.87,5.15,30.11,25.41,4.7
2000,214,88.68,47.96,29.62,25.95,3.67
2000,215,89.75,79.18,29.38,25.96,3.42
2000,216,90.87,24.95,29.23,26.08,3.15
2000,217,89.16,14.8,30.14,26.12,4.02
2000,218,87.21,5.39,29.8,26,3.8
2000,219,89.1,1.65,29.91,25.95,3.96
2000,220,87.72,3.82,30.86,25.92,4.94
2000,221,88.19,2.49,31.27,25.9,5.37
2000,222,88.15,1.58,31.03,26.23,4.8
2000,223,88.62,6.72,29.9,25.75,4.15
2000,224,90.63,5.21,29.74,25.35,4.39
2000,225,91.28,4.99,28.91,25.9,3.01
2000,226,91.56,11.7,28.58,25.46,3.12
2000,227,89.08,22.67,29.67,25.53,4.14
2000,228,91.87,33.44,28.81,25.75,3.06
2000,229,91.03,44.04,29.89,26.02,3.87
2000,230,88.94,14.81,30.23,25.82,4.41
2000,231,87.81,0.5,31.26,25.52,5.74
2000,232,89.2,0.74,30,25.32,4.68
2000,233,88.43,0.33,30.79,25.39,5.4
2000,234,85.89,1.11,31.81,25.72,6.09
2000,235,84.47,4.1,31.78,26.27,5.51
2000,236,86.83,2.57,30.39,26.41,3.98
2000,237,82.77,3.23,32.67,26.22,6.45
2000,238,85.59,0.11,31.5,26.82,4.68
2000,239,85.22,1.97,31.64,26.28,5.36
2000,240,86.44,2.28,31.62,25.9,5.72
2000,241,89.25,4.03,30.88,26.68,4.2
2000,242,92.4,23,28.7,26.49,2.21
2000,243,93.86,39.99,28.54,26.4,2.14
2000,244,89.94,31.53,30.49,25.79,4.7
2000,245,90.77,21,29.5,26.9,2.6
2000,246,91.22,2.87,29.16,26.72,2.44
2000,247,89.44,4.14,30.58,25.75,4.83
2000,248,88.85,1.51,29.42,26.46,2.96
2000,249,89.8,1.1,30.09,26.01,4.08
2000,250,91.28,3.89,28.42,25.92,2.5
2000,251,88.6,0.13,29.96,25.63,4.33
2000,252,88.62,0.2,29.53,25.85,3.68
2000,253,89.29,1.89,29.71,25.96,3.75
2000,254,89.73,3,29.56,25.28,4.28
2000,255,88.1,0.65,30.44,25.71,4.73
2000,256,91.62,1.39,28.91,25.93,2.98
2000,257,92.15,2.81,28.29,26.19,2.1
2000,258,88.96,1.28,30.22,25.55,4.67
2000,259,88.92,0.99,29.58,25.51,4.07
2000,260,90.13,1.18,29.03,25.76,3.27
2000,261,91.28,9.73,28.2,25.73,2.47
2000,262,90.41,6.13,28.26,25.33,2.93
2000,263,86.92,4.79,28.65,25.07,3.58
2000,264,82.96,5.37,30.22,24.64,5.58
2000,265,82.62,1.84,30.39,24.23,6.16
2000,266,83.76,0.43,31.06,24.37,6.69
2000,267,82.5,0.17,31.17,23.88,7.29
2000,268,86.1,2.59,29.01,25.31,3.7
2000,269,88.23,7.42,28.72,25.46,3.26
2000,270,90.18,3.52,28.86,25.13,3.73
2000,271,88.06,0.7,28.81,25.11,3.7
2000,272,84.21,0,31.08,24.22,6.86
2000,273,85.16,0,31.14,23.55,7.59
2000,274,82.61,0,30.51,25.22,5.29
2000,275,89.74,1.88,28.14,24.56,3.58
2000,276,90.7,4.03,28.73,24.57,4.16
2000,277,91.04,0.76,27.94,25.26,2.68
2000,278,87.28,2.25,29.01,25.22,3.79
2000,279,81.89,1.58,30.61,25.46,5.15
2000,280,86.27,0.34,29.43,24.67,4.76
2000,281,85.96,8.42,30.73,25.83,4.9
2000,282,87.04,11.92,30.22,25.49,4.73
2000,283,84.75,0.02,29.06,25.54,3.52
2000,284,81.7,0.04,30.96,25.21,5.75
2000,285,81.28,0.01,31.1,25.7,5.4
2000,286,84.51,0.04,31.47,24.51,6.96
2000,287,82.98,0.02,31.57,24.1,7.47
2000,288,77.07,0,30.77,23.83,6.94
2000,289,77.94,0.01,32.5,24.75,7.75
2000,290,83.93,1.1,31.25,25.95,5.3
2000,291,84.57,5.42,29.07,24.99,4.08
2000,292,79.83,2.95,30.17,25.52,4.65
2000,293,80.73,4.14,31.4,25.45,5.95
2000,294,81.66,7.5,31.55,24.53,7.02
2000,295,78.04,4.29,30.86,23.5,7.36
2000,296,76.4,3.82,30.78,24.68,6.1
2000,297,75.83,0.32,29.92,23.24,6.68
2000,298,75.62,0.01,30.14,22.94,7.2
2000,299,82.25,0,30.83,21.68,9.15
